post_id,platform,topic,text_length,likes,shares,comments,hashtags,mentions,sentiment,engagement_rate,verified_account,sample_text
POST00701,Instagram,Sports,153,273,6,5,6,0,Negative,0.9502631925902647,True,This is horrible terrible worst content about technology
POST00702,Facebook,Business,98,55,5,9,6,4,Positive,0.8160471321129765,False,This is great excellent wonderful content about health
POST00703,Instagram,Sports,164,435,23,4,7,2,Neutral,0.6592306131119061,False,This is fine normal fine content about entertainment
POST00704,Instagram,Entertainment,232,253,15,7,5,4,Negative,0.2800628411658994,False,This is awful awful hate content about education
POST00705,TikTok,Politics,209,21,27,26,9,4,Neutral,0.6064836076009268,False,This is fine regular standard content about education
POST00706,TikTok,Entertainment,26,44,9,24,6,3,Positive,0.3638626092535273,False,This is excellent love best content about business
POST00707,LinkedIn,Politics,241,374,8,30,7,0,Negative,0.8417339196873087,False,This is worst bad awful content about business
POST00708,LinkedIn,Politics,246,1,5,24,0,2,Negative,0.45564637263489294,True,This is hate terrible hate content about business
POST00709,Twitter,Education,58,55,15,10,0,3,Positive,0.048227806944333707,False,This is great great excellent content about education
POST00710,Instagram,Health,163,50,13,7,7,4,Neutral,0.38105254251732446,False,This is okay okay average content about politics
POST00711,Instagram,Technology,203,160,19,2,8,3,Negative,0.29320373058883975,True,This is terrible horrible worst content about health
POST00712,Facebook,Education,251,183,15,8,5,2,Neutral,0.4416686356254338,False,This is typical normal typical content about technology
POST00713,Twitter,Politics,219,11,30,2,7,3,Neutral,0.15886132579917223,False,This is typical regular average content about health
POST00714,Facebook,Health,85,173,9,17,4,4,Positive,0.33886907747832506,False,This is best love best content about politics
POST00715,TikTok,Education,242,419,38,4,9,2,Negative,0.29988338059440356,False,This is bad bad disappointing content about business
POST00716,TikTok,Health,107,2,52,9,2,0,Positive,0.6648410023607916,True,This is fantastic wonderful best content about politics
POST00717,Instagram,Education,193,181,4,3,7,0,Neutral,0.7525449242984593,False,This is okay fine regular content about business
POST00718,LinkedIn,Technology,145,65,28,3,4,3,Positive,0.036951722629463335,False,This is excellent excellent love content about entertainment
POST00719,Facebook,Technology,46,152,6,18,3,2,Neutral,0.8278159883458547,False,This is normal okay standard content about health
POST00720,Twitter,Sports,259,13,7,7,4,2,Positive,0.7946180715100065,False,This is excellent love love content about sports
POST00721,Twitter,Business,229,90,19,11,6,1,Positive,0.36291803871564166,False,This is wonderful excellent amazing content about health
POST00722,Facebook,Technology,173,16,20,0,0,1,Negative,0.8351574791583393,False,This is awful terrible horrible content about sports
POST00723,Twitter,Sports,233,215,3,9,5,3,Neutral,0.7835991249570472,False,This is regular okay standard content about entertainment
POST00724,Facebook,Entertainment,193,63,4,28,7,3,Neutral,0.8305800890980869,False,This is normal standard standard content about politics
POST00725,Facebook,Sports,224,50,7,32,2,3,Positive,0.9601083244736639,False,This is love fantastic fantastic content about technology
POST00726,TikTok,Politics,272,246,10,4,0,4,Positive,0.6840614110754214,True,This is great love best content about education
POST00727,Facebook,Entertainment,169,10,2,1,4,2,Negative,0.12032981461385317,False,This is worst bad hate content about technology
POST00728,LinkedIn,Health,140,158,27,3,2,3,Neutral,0.5381534030795485,False,This is normal standard average content about entertainment
POST00729,LinkedIn,Entertainment,75,21,2,11,4,2,Positive,0.5811236340440971,False,This is best excellent amazing content about health
POST00730,Facebook,Entertainment,157,183,51,23,6,2,Positive,0.4084754805158547,True,This is amazing excellent fantastic content about entertainment
POST00731,LinkedIn,Technology,59,356,2,10,2,4,Negative,0.9450871504134315,False,This is horrible hate worst content about sports
POST00732,Facebook,Business,45,53,16,8,5,0,Neutral,0.17004313367721013,False,This is regular typical typical content about health
POST00733,TikTok,Business,166,13,15,5,0,0,Neutral,0.5180782686729742,False,This is standard okay average content about business
POST00734,Twitter,Education,96,60,19,4,0,2,Neutral,0.41677817968983966,False,This is standard regular fine content about education
POST00735,Twitter,Sports,146,306,15,9,5,2,Neutral,0.4719548608948011,False,This is standard standard typical content about politics
POST00736,Instagram,Business,190,78,1,35,9,0,Positive,0.74639102857626,False,This is excellent fantastic wonderful content about business
POST00737,Facebook,Health,237,113,17,9,3,3,Neutral,0.7933571561758617,False,This is regular normal typical content about politics
POST00738,TikTok,Health,20,188,10,8,7,3,Neutral,0.6789453957496149,False,This is standard normal average content about sports
POST00739,LinkedIn,Business,256,278,0,3,9,3,Positive,0.4838082841129421,False,This is fantastic amazing fantastic content about politics
POST00740,Instagram,Sports,150,189,14,22,2,3,Positive,0.060972297984054236,False,This is excellent wonderful fantastic content about technology
POST00741,Instagram,Education,256,31,17,4,0,0,Neutral,0.09990474091251578,False,This is typical standard average content about sports
POST00742,TikTok,Politics,266,13,15,2,8,4,Positive,0.8799112161935282,False,This is excellent excellent great content about entertainment
POST00743,LinkedIn,Education,34,77,0,6,3,0,Positive,0.27007887649784035,False,This is best best great content about technology
POST00744,TikTok,Technology,225,39,12,12,5,2,Negative,0.6081942685781455,False,This is awful bad disappointing content about technology
POST00745,Twitter,Business,205,10,10,6,6,4,Positive,0.5658790459239739,False,This is love best fantastic content about health
POST00746,Instagram,Health,223,72,56,12,7,1,Negative,0.5104852941000608,False,This is horrible hate worst content about technology
POST00747,TikTok,Health,200,179,16,8,8,2,Negative,0.9236313389336048,False,This is terrible bad horrible content about business
POST00748,LinkedIn,Politics,148,185,41,1,4,1,Negative,0.44568548095388283,False,This is worst hate worst content about health
POST00749,Twitter,Entertainment,87,81,11,12,5,2,Negative,0.1816318338956987,False,This is horrible disappointing hate content about education
POST00750,LinkedIn,Sports,144,216,56,4,4,1,Neutral,0.002335121608183277,True,This is okay standard standard content about technology
POST00751,Twitter,Sports,232,60,25,2,8,0,Neutral,0.5907134604018018,False,This is okay average normal content about technology
POST00752,Twitter,Education,40,250,19,6,7,2,Positive,0.7613300482487032,False,This is great amazing wonderful content about politics
POST00753,Twitter,Politics,152,133,30,25,1,1,Negative,0.6753206049780781,False,This is hate disappointing disappointing content about technology
POST00754,TikTok,Business,106,15,7,9,4,0,Positive,0.6151898643970081,False,This is wonderful great fantastic content about education
POST00755,TikTok,Technology,213,23,20,11,9,1,Neutral,0.6089471036965621,False,This is regular fine okay content about technology
POST00756,Facebook,Technology,68,106,45,8,4,1,Neutral,0.6879472283393747,False,This is typical fine standard content about health
POST00757,Facebook,Business,145,15,105,6,0,4,Positive,0.18799015793912477,False,This is wonderful best fantastic content about education
POST00758,LinkedIn,Health,74,154,9,1,3,3,Positive,0.3158000099007421,False,This is great wonderful fantastic content about health
POST00759,Facebook,Technology,119,264,20,11,8,0,Negative,0.9799118987456499,False,This is horrible horrible hate content about technology
POST00760,Facebook,Sports,174,119,3,0,4,3,Positive,0.71984330931008,False,This is wonderful best excellent content about entertainment
POST00761,Twitter,Technology,207,99,14,0,6,2,Neutral,0.07116736842763038,False,This is typical regular typical content about politics
POST00762,TikTok,Sports,100,204,21,2,0,1,Neutral,0.07746265233700778,False,This is average okay fine content about sports
POST00763,Twitter,Health,57,238,0,2,0,0,Negative,0.630664930485288,False,This is bad bad awful content about business
POST00764,LinkedIn,Business,177,30,9,1,7,3,Positive,0.4856627278556265,False,This is amazing excellent wonderful content about politics
POST00765,Twitter,Education,83,109,0,2,3,3,Neutral,0.6917714816491704,False,This is okay normal normal content about technology
POST00766,Twitter,Health,110,79,4,14,5,3,Neutral,0.09759182415368595,False,This is normal typical typical content about health
POST00767,Twitter,Business,20,2,18,1,0,3,Neutral,0.5000073940479222,False,This is typical regular standard content about health
POST00768,TikTok,Education,94,407,3,5,0,0,Neutral,0.46468631420201845,False,This is standard okay fine content about business
POST00769,LinkedIn,Politics,254,251,7,6,4,4,Positive,0.18902829161743795,False,This is wonderful wonderful amazing content about sports
POST00770,Facebook,Education,124,162,39,1,0,3,Positive,0.10947642405744817,False,This is great fantastic excellent content about technology
POST00771,Twitter,Sports,125,191,24,12,0,3,Positive,0.3243349874426268,False,This is excellent best great content about technology
POST00772,Twitter,Sports,161,269,2,12,0,3,Neutral,0.21348717113586912,False,This is typical normal average content about entertainment
POST00773,Facebook,Technology,163,196,3,4,2,2,Neutral,0.7626235290070167,False,This is fine regular standard content about education
POST00774,Twitter,Politics,207,46,4,12,4,3,Neutral,0.5781379637707471,False,This is normal normal regular content about technology
POST00775,TikTok,Sports,146,84,0,25,5,0,Positive,0.016285885912619147,False,This is great excellent love content about politics
POST00776,Twitter,Entertainment,176,39,25,7,1,4,Positive,0.7935823177544441,False,This is best best great content about sports
POST00777,Twitter,Entertainment,184,36,60,1,2,2,Negative,0.5031495167454066,False,This is horrible terrible disappointing content about technology
POST00778,Facebook,Technology,29,221,2,3,3,3,Neutral,0.5481806824689517,False,This is fine standard normal content about technology
POST00779,LinkedIn,Politics,81,19,31,10,4,0,Negative,0.07238610214622432,False,This is terrible hate disappointing content about entertainment
POST00780,Facebook,Politics,100,87,5,12,8,0,Positive,0.4774968613421232,False,This is wonderful love great content about business
POST00781,TikTok,Business,111,182,68,17,5,0,Neutral,0.9704191617719806,False,This is standard fine standard content about technology
POST00782,Instagram,Sports,65,135,5,4,4,1,Positive,0.8717267286458883,False,This is wonderful excellent excellent content about sports
POST00783,Twitter,Politics,199,116,25,9,2,0,Negative,0.10893006222707269,False,This is disappointing hate worst content about education
POST00784,Facebook,Politics,147,25,7,2,8,4,Negative,0.7995615078337399,False,This is hate awful hate content about politics
POST00785,LinkedIn,Technology,67,55,22,39,8,4,Neutral,0.7943404642328478,False,This is standard fine normal content about entertainment
POST00786,Facebook,Entertainment,135,109,30,6,1,0,Neutral,0.032250322093335004,False,This is typical average average content about politics
POST00787,TikTok,Politics,162,262,41,20,4,2,Negative,0.0899920161067933,False,This is bad terrible horrible content about sports
POST00788,TikTok,Technology,86,111,69,7,7,0,Positive,0.4654722753877667,True,This is amazing great love content about business
POST00789,LinkedIn,Entertainment,190,114,14,6,2,4,Neutral,0.0901565805050556,False,This is standard okay normal content about business
